accession,tax_id,organism_name,common_name,fasta_url_download
GCF_000002175.1,37012,Pan troglodytes verus,,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000002175.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pantroglodytesverus.zip"
GCA_002087435.1,9615,Canis lupus familiaris,dog,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002087435.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Canislupusfamiliaris.zip"
GCA_018357025.1,9925,Capra hircus,goat,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_018357025.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Caprahircus.zip"
GCA_030247385.1,9534,Chlorocebus aethiops,grivet,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Chlorocebusaethiops.zip"
GCA_030247455.1,9555,Papio anubis,olive baboon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247455.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Papioanubis.zip"
GCA_030247225.1,9557,Papio hamadryas,hamadryas baboon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247225.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Papiohamadryas.zip"
GCA_015021865.1,9595,Gorilla gorilla gorilla,western lowland gorilla,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015021865.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Gorillagorillagorilla.zip"
GCA_001484535.2,9595,Gorilla gorilla gorilla,western lowland gorilla,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001484535.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Gorillagorillagorilla.zip"
GCA_015021835.1,9601,Pongo abelii,Sumatran orangutan,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015021835.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pongoabelii.zip"
GCA_015021855.1,9597,Pan paniscus,pygmy chimpanzee,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015021855.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Panpaniscus.zip"
GCA_030247375.1,31869,Daubentonia madagascariensis,aye-aye,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247375.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Daubentoniamadagascariensis.zip"
GCA_030247235.1,9515,Sapajus apella,tufted capuchin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247235.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Sapajusapella.zip"
GCA_030247345.1,593543,Hoolock leuconedys,eastern hoolock gibbon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247345.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Hoolockleuconedys.zip"
GCA_030247245.1,9590,Symphalangus syndactylus,siamang,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247245.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Symphalangussyndactylus.zip"
GCA_030247355.1,9538,Erythrocebus patas,red guenon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247355.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Erythrocebuspatas.zip"
GCA_030247415.1,9514,Cebus albifrons,white-fronted capuchin,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247415.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Cebusalbifrons.zip"
GCA_030247275.1,9586,Nomascus siki,southern white-cheeked gibbon,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247275.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Nomascussiki.zip"
GCA_030247215.1,310352,Pygathrix nigripes,Black-shanked douc langur,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247215.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Pygathrixnigripes.zip"
GCA_030247475.1,9509,Ateles geoffroyi,black-handed spider monkey,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247475.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Atelesgeoffroyi.zip"
GCA_030247295.1,54601,Macaca silenus,liontail macaque,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247295.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Macacasilenus.zip"
GCA_030247305.1,9551,Macaca assamensis,Assam macaque,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_030247305.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Macacaassamensis.zip"
GCA_001879175.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001879175.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900518905.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900518905.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008895.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008895.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900065935.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900065935.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009965.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009965.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008675.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008675.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009685.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009685.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008985.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008985.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008885.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008885.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900016265.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900016265.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900011565.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900011565.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009015.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009015.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009025.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009025.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009215.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009215.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009005.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009005.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009075.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009075.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900007535.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900007535.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900012675.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900012675.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009105.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009105.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900010295.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900010295.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900007485.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900007485.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009225.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009225.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009935.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009935.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008955.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008955.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008185.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008185.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900011785.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900011785.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008225.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008225.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900019285.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900019285.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008905.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008905.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900011235.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900011235.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900010575.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900010575.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009925.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009925.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009085.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009085.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900012405.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900012405.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009675.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009675.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008175.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008175.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008975.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008975.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009325.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009325.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900016245.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900016245.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900007505.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900007505.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900007515.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900007515.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008705.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008705.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008915.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008915.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900007475.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900007475.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008205.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008205.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008685.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008685.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009045.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009045.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008115.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008115.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900011575.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900011575.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008965.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008965.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900019275.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900019275.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900011495.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900011495.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008145.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008145.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900231025.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900231025.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009945.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009945.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008165.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008165.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900016275.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900016275.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900010205.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900010205.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900007495.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900007495.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008925.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008925.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008155.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008155.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009095.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009095.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008235.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008235.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008255.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008255.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900010315.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900010315.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900010225.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900010225.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900007525.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900007525.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009355.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009355.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900008945.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900008945.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_900009955.2,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_900009955.2/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
